,Age,Income,No of Years,FreqBra,FreqATM,FreqPOS,FreqInt,cust_care_score,complaints_score,branches_score,exec_eff_score,prod_score,val_for_money_score,cluster,Age_bin,Income_bin,Bank,Gender,Most frequently used Bank,Location,Education,Employment Category,Changeplan,FromBank,ToBank
662,50.5,25000.0,10.0,6.0,2.0,2.0,0.5,0.0,-24.0,0.0,7.0,-5.0,0.0,0,41-60,"Below N50,000",Bank J,Female,Bank B,Aba,Primary School leaving certificate,Self Employed,No,,
663,50.5,25000.0,7.0,6.0,2.0,2.0,0.5,0.0,-12.0,-42.0,14.0,20.0,4.0,0,41-60,"Below N50,000",Bank B,Female,Bank B,Aba,Primary School leaving certificate,Self Employed,No,,
665,19,25000.0,3.0,2.0,2.0,0.5,0.0,-32.0,0.0,0.0,0.0,20.0,0.0,0,18-20,"Below N50,000",Bank Q,Female,Bank Q,Aba,OND/HND,Student,No,,
669,38,75000.0,13.0,6.0,6.0,2.0,0.5,-8.0,-28.0,-90.0,0.0,0.0,4.0,0,36-40,"N50,000 - N100,000",Bank I,Female,Bank I,Aba,Bachelor's Decree,Private Sector Employee,No,,
670,33,75000.0,2.0,2.0,0.5,0.5,0.5,0.0,0.0,-60.0,8.0,0.0,0.0,0,31-35,"N50,000 - N100,000",Bank D,Male,Bank D,Aba,OND/HND,Private Sector Employee,No,,
672,19,25000.0,2.0,0.5,0.5,0.0,0.0,0.0,-18.0,24.0,0.0,0.0,0.0,0,18-20,"Below N50,000",Bank B,Female,Bank B,Aba,Secondary school leaving certificate,Student,No,,
673,33,75000.0,5.0,6.0,6.0,0.5,0.0,0.0,-6.0,0.0,48.0,40.0,20.0,0,31-35,"N50,000 - N100,000",Bank H,Female,Bank J,Aba,Bachelor's Decree,Civil/Public Servant,No,,
674,33,75000.0,10.0,6.0,6.0,2.0,0.5,0.0,-8.0,36.0,30.0,36.0,18.0,0,31-35,"N50,000 - N100,000",Bank H,Female,Bank H,Aba,Bachelor's Decree,Civil/Public Servant,No,,
676,25.5,25000.0,7.0,0.5,2.0,0.5,0.0,-16.0,0.0,0.0,18.0,36.0,18.0,0,21-30,"Below N50,000",Bank H,Female,Bank H,Aba,Bachelor's Decree,Private Sector Employee,No,,
678,33,75000.0,3.0,6.0,6.0,0.5,0.0,-3.0,-4.0,-5.0,8.0,20.0,15.0,0,31-35,"N50,000 - N100,000",Bank D,Male,Bank D,Aba,Primary School leaving certificate,Self Employed,No,,
679,33,25000.0,5.0,2.0,6.0,0.5,0.0,10.0,-2.0,0.0,20.0,0.0,8.0,0,31-35,"Below N50,000",Bank G,Female,Bank B,Aba,Bachelor's Decree,Private Sector Employee,No,,
680,33,25000.0,9.0,2.0,6.0,0.5,0.0,22.0,0.0,24.0,0.0,0.0,0.0,0,31-35,"Below N50,000",Bank B,Female,Bank B,Aba,Bachelor's Decree,Private Sector Employee,No,,
681,33,25000.0,5.0,2.0,6.0,0.5,0.0,22.0,0.0,24.0,10.0,7.0,0.0,0,31-35,"Below N50,000",Bank C,Female,Bank B,Aba,Bachelor's Decree,Private Sector Employee,No,,
682,33,75000.0,11.0,2.0,6.0,0.5,0.5,8.0,-18.0,4.0,8.0,24.0,15.0,0,31-35,"N50,000 - N100,000",Bank D,Male,Bank D,Aba,Bachelor's Decree,Private Sector Employee,No,,
683,33,75000.0,10.0,2.0,6.0,0.5,0.0,0.0,-16.0,0.0,32.0,20.0,0.0,0,31-35,"N50,000 - N100,000",Bank D,Female,Bank D,Aba,OND/HND,Self Employed,No,,
687,33,25000.0,5.0,2.0,2.0,0.5,0.0,0.0,-18.0,0.0,20.0,28.0,14.0,0,31-35,"Below N50,000",Bank D,Female,Bank D,Aba,Bachelor's Decree,Unemployed,No,,
688,33,75000.0,10.0,2.0,2.0,0.5,0.0,0.0,-16.0,24.0,0.0,20.0,10.0,0,31-35,"N50,000 - N100,000",Bank H,Male,Bank H,Aba,Bachelor's Decree,Private Sector Employee,No,,
689,38,75000.0,6.0,6.0,6.0,2.0,0.5,0.0,-12.0,0.0,40.0,14.0,7.0,0,36-40,"N50,000 - N100,000",Bank L,Male,Bank D,Aba,OND/HND,Private Sector Employee,No,,
695,33,75000.0,11.0,2.0,2.0,0.5,0.5,0.0,-10.0,18.0,48.0,30.0,21.0,0,31-35,"N50,000 - N100,000",Bank B,Male,Bank B,Aba,Bachelor's Decree,Private Sector Employee,No,,
703,50.5,75000.0,15.0,2.0,2.0,0.5,0.5,16.0,24.0,12.0,24.0,20.0,4.0,2,41-60,"N50,000 - N100,000",Bank N,Female,Bank N,Aba,Master's Degree,Civil/Public Servant,No,,
704,33,25000.0,8.0,30.0,30.0,30.0,6.0,120.0,60.0,100.0,60.0,60.0,30.0,1,31-35,"Below N50,000",Bank D,Female,Bank D,Aba,OND/HND,Unemployed,No,,
706,25.5,75000.0,4.0,30.0,30.0,30.0,6.0,114.0,60.0,156.0,30.0,32.0,24.0,1,21-30,"N50,000 - N100,000",Bank F,Female,Bank F,Aba,OND/HND,Private Sector Employee,No,,
707,33,75000.0,5.0,6.0,6.0,2.0,0.5,12.0,-36.0,24.0,42.0,0.0,0.0,0,31-35,"N50,000 - N100,000",Bank H,Male,Bank D,Aba,Bachelor's Decree,Self Employed,No,,
712,38,75000.0,16.0,6.0,6.0,0.5,2.0,26.0,20.0,120.0,0.0,4.0,0.0,2,36-40,"N50,000 - N100,000",Bank Q,Female,Bank Q,Aba,OND/HND,Civil/Public Servant,No,,
716,19,25000.0,5.0,6.0,6.0,0.0,30.0,21.0,60.0,100.0,10.0,10.0,30.0,1,18-20,"Below N50,000",Bank P,Male,Bank P,Aba,Secondary school leaving certificate,Student,No,,
717,50.5,75000.0,16.0,30.0,2.0,0.0,0.0,60.0,10.0,56.0,28.0,10.0,20.0,2,41-60,"N50,000 - N100,000",Bank C,Female,Bank C,Aba,No Formal Education,Self Employed,No,,
720,65,175000.0,21.0,6.0,30.0,30.0,30.0,5.0,10.0,160.0,30.0,20.0,10.0,1,Above 60,"N101,000 - N250,000",Bank B,Female,Bank B,Aba,Master's Degree,Retired,No,,
721,33,75000.0,7.0,30.0,6.0,6.0,30.0,60.0,8.0,53.0,0.0,10.0,6.0,1,31-35,"N50,000 - N100,000",Bank L,Female,Bank L,Aba,Bachelor's Decree,Student,No,,
722,33,75000.0,15.0,30.0,6.0,6.0,30.0,70.0,-10.0,46.0,27.0,12.0,6.0,1,31-35,"N50,000 - N100,000",Bank I,Female,Bank L,Aba,Bachelor's Decree,Student,No,,
723,50.5,75000.0,7.0,6.0,6.0,0.0,0.0,32.0,0.0,60.0,-7.0,8.0,10.0,0,41-60,"N50,000 - N100,000",Bank E,Female,Bank Q,Aba,OND/HND,Civil/Public Servant,No,,
724,50.5,75000.0,8.0,6.0,6.0,0.0,0.0,38.0,-10.0,70.0,-7.0,1.0,10.0,0,41-60,"N50,000 - N100,000",Bank Q,Female,Bank Q,Aba,OND/HND,Civil/Public Servant,No,,
725,38,75000.0,13.0,6.0,6.0,0.5,30.0,-39.0,0.0,37.0,60.0,0.0,8.0,1,36-40,"N50,000 - N100,000",Bank D,Female,Bank D,Aba,OND/HND,Civil/Public Servant,No,,
726,38,75000.0,6.0,6.0,6.0,0.5,30.0,-39.0,0.0,57.0,30.0,0.0,8.0,1,36-40,"N50,000 - N100,000",Bank F,Female,Bank D,Aba,OND/HND,Civil/Public Servant,No,,
727,38,175000.0,10.0,6.0,30.0,0.5,0.0,-3.0,-8.0,38.0,-3.0,0.0,0.0,0,36-40,"N101,000 - N250,000",Bank H,Male,Bank D,Aba,Bachelor's Decree,Private Sector Employee,No,,
728,38,175000.0,8.0,6.0,30.0,0.5,0.0,35.0,8.0,88.0,-3.0,5.0,0.0,0,36-40,"N101,000 - N250,000",Bank D,Male,Bank D,Aba,Bachelor's Decree,Private Sector Employee,No,,
729,38,175000.0,4.0,6.0,30.0,0.5,0.0,-4.0,8.0,57.0,-3.0,6.0,-6.0,0,36-40,"N101,000 - N250,000",Bank B,Male,Bank D,Aba,Bachelor's Decree,Private Sector Employee,No,,
730,38,175000.0,3.0,6.0,30.0,0.5,0.0,23.0,-8.0,97.0,-3.0,4.0,12.0,0,36-40,"N101,000 - N250,000",Bank C,Male,Bank D,Aba,Bachelor's Decree,Private Sector Employee,No,,
750,38,75000.0,15.0,6.0,30.0,0.5,30.0,36.0,10.0,60.0,0.0,0.0,0.0,1,36-40,"N50,000 - N100,000",Bank B,Male,Bank B,Aba,OND/HND,Self Employed,No,,
751,38,75000.0,10.0,6.0,30.0,0.5,30.0,18.0,30.0,33.0,0.0,0.0,0.0,1,36-40,"N50,000 - N100,000",Bank A,Male,Bank B,Aba,OND/HND,Self Employed,No,,
754,33,25000.0,6.0,6.0,6.0,0.5,2.0,13.0,10.0,100.0,27.0,60.0,0.0,3,31-35,"Below N50,000",Bank N,Female,Bank N,Aba,OND/HND,Unemployed,No,,
766,33,75000.0,9.0,6.0,6.0,0.5,30.0,12.0,60.0,60.0,40.0,15.0,20.0,1,31-35,"N50,000 - N100,000",Bank B,Male,Bank B,Aba,OND/HND,Civil/Public Servant,No,,
767,33,75000.0,2.0,6.0,6.0,0.5,30.0,18.0,40.0,12.0,40.0,0.0,20.0,1,31-35,"N50,000 - N100,000",Bank P,Male,Bank B,Aba,OND/HND,Civil/Public Servant,No,,
769,33,75000.0,3.0,6.0,6.0,0.0,0.0,-12.0,8.0,-20.0,30.0,0.0,0.0,0,31-35,"N50,000 - N100,000",,Female,,Aba,No Formal Education,Self Employed,Yes,,Bank N
770,33,75000.0,2.0,6.0,6.0,0.0,0.0,-12.0,8.0,-10.0,30.0,20.0,8.0,0,31-35,"N50,000 - N100,000",,Female,,Aba,No Formal Education,Self Employed,Yes,,Bank N
773,38,75000.0,14.0,6.0,30.0,0.5,30.0,36.0,10.0,60.0,0.0,0.0,0.0,1,36-40,"N50,000 - N100,000",Bank P,Male,Bank P,Aba,OND/HND,Self Employed,No,,
774,38,75000.0,7.0,6.0,30.0,0.5,30.0,18.0,30.0,33.0,0.0,0.0,0.0,1,36-40,"N50,000 - N100,000",Bank A,Male,Bank P,Aba,OND/HND,Self Employed,No,,
775,38,75000.0,14.0,6.0,30.0,0.5,30.0,36.0,10.0,60.0,0.0,0.0,0.0,1,36-40,"N50,000 - N100,000",Bank O,Male,,Aba,OND/HND,Self Employed,No,,
776,38,75000.0,3.0,6.0,30.0,0.5,30.0,18.0,30.0,33.0,0.0,0.0,0.0,1,36-40,"N50,000 - N100,000",Bank M,Male,,Aba,OND/HND,Self Employed,No,,
778,38,25000.0,6.0,30.0,6.0,0.0,0.0,24.0,18.0,81.0,9.0,10.0,16.0,0,36-40,"Below N50,000",Bank G,Female,Bank G,Aba,Secondary school leaving certificate,Self Employed,No,,
781,33,75000.0,17.0,6.0,6.0,2.0,0.5,13.0,18.0,62.0,36.0,10.0,0.0,2,31-35,"N50,000 - N100,000",Bank B,Female,Bank B,Aba,Master's Degree,Self Employed,No,,
782,38,75000.0,13.0,6.0,30.0,0.5,30.0,36.0,10.0,60.0,0.0,0.0,0.0,1,36-40,"N50,000 - N100,000",Bank L,Male,Bank L,Aba,OND/HND,Self Employed,No,,
807,65,75000.0,16.0,6.0,2.0,0.0,0.0,54.0,8.0,120.0,34.0,36.0,20.0,2,Above 60,"N50,000 - N100,000",Bank I,Female,,Aba,OND/HND,Retired,No,,
819,50.5,375000.0,4.0,30.0,30.0,30.0,6.0,0.0,14.0,90.0,20.0,57.0,30.0,1,41-60,"N251,000 - N500,000",,Male,,Aba,Master's Degree,Private Sector Employee,No,,
820,50.5,375000.0,9.0,30.0,30.0,30.0,6.0,18.0,14.0,100.0,20.0,57.0,30.0,1,41-60,"N251,000 - N500,000",Bank G,Male,,Aba,Master's Degree,Private Sector Employee,No,,
821,50.5,375000.0,6.0,30.0,30.0,30.0,6.0,0.0,14.0,100.0,20.0,57.0,20.0,1,41-60,"N251,000 - N500,000",Bank E,Male,,Aba,Master's Degree,Private Sector Employee,No,,
822,50.5,375000.0,9.0,30.0,30.0,30.0,6.0,0.0,14.0,100.0,20.0,57.0,30.0,1,41-60,"N251,000 - N500,000",Bank N,Male,,Aba,Master's Degree,Private Sector Employee,No,,
826,33,25000.0,7.0,6.0,2.0,0.5,0.5,12.0,27.0,130.0,15.0,0.0,18.0,3,31-35,"Below N50,000",Bank H,Female,Bank H,Aba,Secondary school leaving certificate,Civil/Public Servant,No,,
827,33,25000.0,8.0,6.0,2.0,0.5,0.5,30.0,27.0,140.0,21.0,0.0,-9.0,0,31-35,"Below N50,000",Bank B,Female,Bank H,Aba,Secondary school leaving certificate,Civil/Public Servant,No,,
834,38,375000.0,5.0,6.0,6.0,6.0,6.0,21.0,15.0,34.0,0.0,10.0,0.0,0,36-40,"N251,000 - N500,000",Bank L,Male,Bank D,Aba,OND/HND,Private Sector Employee,No,,
835,38,375000.0,7.0,6.0,6.0,6.0,6.0,31.0,5.0,34.0,20.0,22.0,0.0,0,36-40,"N251,000 - N500,000",Bank D,Male,Bank D,Aba,OND/HND,Private Sector Employee,No,,
837,19,25000.0,4.0,6.0,6.0,0.5,0.0,51.0,11.0,80.0,4.0,4.0,0.0,0,18-20,"Below N50,000",Bank N,Female,Bank N,Aba,Secondary school leaving certificate,Student,No,,
846,38,175000.0,11.0,6.0,30.0,6.0,30.0,6.0,15.0,90.0,21.0,40.0,30.0,1,36-40,"N101,000 - N250,000",Bank L,Male,Bank L,Aba,OND/HND,Self Employed,No,,
847,38,175000.0,7.0,6.0,30.0,6.0,30.0,6.0,0.0,80.0,31.0,0.0,20.0,1,36-40,"N101,000 - N250,000",Bank C,Male,Bank L,Aba,OND/HND,Self Employed,No,,
848,38,175000.0,11.0,6.0,30.0,6.0,30.0,6.0,7.0,100.0,21.0,30.0,20.0,1,36-40,"N101,000 - N250,000",Bank G,Male,Bank L,Aba,OND/HND,Self Employed,No,,
851,33,75000.0,6.0,6.0,6.0,6.0,6.0,16.0,14.0,120.0,0.0,20.0,0.0,0,31-35,"N50,000 - N100,000",Bank L,Female,Bank L,Aba,OND/HND,Civil/Public Servant,No,,
852,33,75000.0,5.0,6.0,6.0,6.0,6.0,22.0,14.0,110.0,20.0,12.0,10.0,0,31-35,"N50,000 - N100,000",Bank J,Female,Bank L,Aba,OND/HND,Civil/Public Servant,No,,
856,33,75000.0,4.0,6.0,6.0,6.0,6.0,14.0,30.0,60.0,30.0,40.0,20.0,3,31-35,"N50,000 - N100,000",Bank O,Female,Bank D,Aba,OND/HND,Civil/Public Servant,No,,
857,33,75000.0,6.0,6.0,6.0,6.0,6.0,20.0,23.0,70.0,10.0,40.0,20.0,3,31-35,"N50,000 - N100,000",Bank D,Female,Bank D,Aba,OND/HND,Civil/Public Servant,No,,
859,33,75000.0,1.0,30.0,30.0,6.0,6.0,32.0,15.0,30.0,30.0,7.0,7.0,1,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Aba,OND/HND,Civil/Public Servant,No,,
876,33,75000.0,10.0,30.0,30.0,0.5,30.0,82.0,8.0,180.0,60.0,20.0,20.0,1,31-35,"N50,000 - N100,000",Bank D,Male,Bank D,Aba,OND/HND,Private Sector Employee,No,,
877,33,75000.0,3.0,30.0,30.0,0.5,30.0,52.0,8.0,170.0,20.0,20.0,0.0,1,31-35,"N50,000 - N100,000",Bank L,Male,Bank D,Aba,OND/HND,Private Sector Employee,No,,
888,38,75000.0,6.0,6.0,30.0,0.0,0.0,9.0,10.0,120.0,0.0,6.0,12.0,0,36-40,"N50,000 - N100,000",Bank H,Male,Bank H,Aba,OND/HND,Private Sector Employee,No,,
905,38,75000.0,15.0,2.0,0.5,0.0,0.0,0.0,16.0,110.0,30.0,10.0,10.0,2,36-40,"N50,000 - N100,000",Bank B,Male,Bank B,Aba,OND/HND,Civil/Public Servant,No,,
906,38,75000.0,5.0,2.0,0.5,0.0,0.0,0.0,0.0,20.0,30.0,0.0,10.0,0,36-40,"N50,000 - N100,000",Bank C,Male,Bank B,Aba,OND/HND,Civil/Public Servant,No,,
915,25.5,25000.0,6.0,6.0,30.0,0.5,0.0,60.0,40.0,120.0,36.0,40.0,20.0,3,21-30,"Below N50,000",Bank D,Female,Bank D,Aba,OND/HND,Student,No,,
962,33,75000.0,7.0,6.0,6.0,0.0,0.0,25.0,15.0,18.0,0.0,20.0,0.0,0,31-35,"N50,000 - N100,000",Bank Q,Female,Bank Q,Aba,OND/HND,Civil/Public Servant,No,,
971,33,75000.0,7.0,6.0,6.0,0.5,0.5,5.0,12.0,60.0,30.0,10.0,0.0,0,31-35,"N50,000 - N100,000",Bank G,Female,Bank G,Aba,Bachelor's Decree,Private Sector Employee,No,,
979,33,75000.0,7.0,30.0,30.0,30.0,30.0,0.0,10.0,52.0,20.0,24.0,20.0,1,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Aba,OND/HND,Civil/Public Servant,No,,
986,25.5,25000.0,3.0,6.0,30.0,0.5,2.0,0.0,0.0,102.0,30.0,-10.0,0.0,0,21-30,"Below N50,000",Bank A,Female,Bank A,Aba,Secondary school leaving certificate,Civil/Public Servant,No,,
987,38,175000.0,6.0,6.0,6.0,0.5,0.0,30.0,0.0,26.0,40.0,40.0,0.0,0,36-40,"N101,000 - N250,000",Bank D,Female,Bank D,Aba,Bachelor's Decree,Self Employed,No,,
988,38,175000.0,6.0,6.0,6.0,0.5,0.0,30.0,10.0,54.0,40.0,40.0,10.0,3,36-40,"N101,000 - N250,000",Bank N,Female,Bank D,Aba,Bachelor's Decree,Self Employed,No,,
990,33,75000.0,9.0,6.0,30.0,6.0,6.0,32.0,8.0,20.0,40.0,10.0,8.0,0,31-35,"N50,000 - N100,000",Bank L,Female,Bank L,Aba,OND/HND,Civil/Public Servant,No,,
991,38,175000.0,13.0,30.0,6.0,6.0,2.0,0.0,7.0,50.0,40.0,7.0,14.0,2,36-40,"N101,000 - N250,000",Bank B,Male,Bank B,Aba,OND/HND,Private Sector Employee,No,,
992,38,175000.0,15.0,30.0,6.0,6.0,2.0,0.0,0.0,36.0,40.0,14.0,14.0,2,36-40,"N101,000 - N250,000",Bank I,Male,Bank B,Aba,OND/HND,Private Sector Employee,No,,
993,38,175000.0,7.0,30.0,6.0,6.0,2.0,4.0,0.0,32.0,40.0,21.0,14.0,2,36-40,"N101,000 - N250,000",Bank N,Male,Bank B,Aba,OND/HND,Private Sector Employee,No,,
995,33,175000.0,5.0,6.0,6.0,2.0,0.0,9.0,8.0,77.0,7.0,20.0,0.0,0,31-35,"N101,000 - N250,000",Bank N,Female,Bank N,Aba,Bachelor's Decree,Private Sector Employee,No,,
996,33,175000.0,3.0,6.0,6.0,2.0,0.0,5.0,12.0,9.0,20.0,20.0,-6.0,0,31-35,"N101,000 - N250,000",Bank L,Female,Bank N,Aba,Bachelor's Decree,Private Sector Employee,No,,
1000,19,25000.0,7.0,6.0,2.0,0.0,0.0,22.0,0.0,0.0,-24.0,-16.0,-20.0,0,18-20,"Below N50,000",Bank G,Male,,Aba,OND/HND,Student,Yes,Bank G,
1005,33,175000.0,10.0,6.0,30.0,2.0,0.0,32.0,0.0,26.0,8.0,-20.0,-7.0,0,31-35,"N101,000 - N250,000",Bank C,Male,Bank G,Aba,OND/HND,Self Employed,No,,
1006,33,175000.0,7.0,6.0,30.0,2.0,0.0,24.0,0.0,42.0,8.0,-20.0,-7.0,0,31-35,"N101,000 - N250,000",Bank G,Male,Bank G,Aba,OND/HND,Self Employed,No,,
1007,33,175000.0,17.0,6.0,30.0,2.0,0.0,13.0,20.0,23.0,8.0,-20.0,0.0,0,31-35,"N101,000 - N250,000",Bank I,Male,Bank G,Aba,OND/HND,Self Employed,No,,
1013,25.5,25000.0,5.0,6.0,6.0,0.0,0.0,20.0,16.0,69.0,20.0,24.0,10.0,0,21-30,"Below N50,000",Bank J,Male,Bank J,Aba,OND/HND,Student,No,,
1014,19,25000.0,14.0,2.0,30.0,0.5,0.0,-12.0,-6.0,-30.0,40.0,0.0,-30.0,0,18-20,"Below N50,000",Bank N,Female,Bank N,Aba,PHD,Student,No,,
1025,65,75000.0,16.0,6.0,6.0,0.5,0.0,16.0,30.0,60.0,20.0,12.0,7.0,2,Above 60,"N50,000 - N100,000",Bank I,Female,Bank C,Aba,OND/HND,Retired,No,,
1026,65,75000.0,9.0,6.0,6.0,0.5,0.0,16.0,30.0,88.0,10.0,26.0,7.0,2,Above 60,"N50,000 - N100,000",Bank C,Female,Bank C,Aba,OND/HND,Retired,No,,
1033,38,375000.0,2.0,2.0,6.0,0.5,0.5,120.0,60.0,180.0,0.0,8.0,10.0,3,36-40,"N251,000 - N500,000",Bank D,Female,,Aba,PHD,Civil/Public Servant,No,,
1040,33,25000.0,12.0,6.0,6.0,0.5,0.0,20.0,60.0,2.0,28.0,7.0,20.0,3,31-35,"Below N50,000",Bank I,Female,Bank I,Aba,Secondary school leaving certificate,Civil/Public Servant,No,,
1049,33,25000.0,3.0,6.0,6.0,0.5,6.0,14.0,40.0,90.0,30.0,30.0,-10.0,3,31-35,"Below N50,000",Bank D,Female,Bank N,Aba,No Response,Self Employed,No,,
1050,33,25000.0,6.0,6.0,6.0,0.5,6.0,24.0,10.0,100.0,20.0,20.0,-10.0,0,31-35,"Below N50,000",Bank N,Female,Bank N,Aba,No Response,Self Employed,No,,
1051,33,25000.0,4.0,6.0,6.0,0.5,6.0,27.0,40.0,70.0,30.0,0.0,-10.0,0,31-35,"Below N50,000",Bank L,Female,Bank N,Aba,No Response,Self Employed,No,,
1058,25.5,25000.0,2.0,0.5,6.0,0.5,0.0,88.0,38.0,42.0,60.0,-30.0,0.0,3,21-30,"Below N50,000",Bank B,Male,Bank C,Aba,Bachelor's Decree,Self Employed,No,,
1059,25.5,25000.0,4.0,0.5,6.0,0.5,0.0,67.0,38.0,60.0,60.0,-30.0,0.0,0,21-30,"Below N50,000",Bank C,Male,Bank C,Aba,Bachelor's Decree,Self Employed,No,,
1064,25.5,25000.0,5.0,6.0,6.0,0.0,0.0,60.0,20.0,107.0,16.0,7.0,10.0,3,21-30,"Below N50,000",Bank P,Female,,Aba,Secondary school leaving certificate,Self Employed,No,,
1065,25.5,25000.0,3.0,2.0,2.0,0.0,0.0,40.0,20.0,60.0,18.0,25.0,20.0,3,21-30,"Below N50,000",Bank I,Male,,Aba,Secondary school leaving certificate,Student,No,,
1066,25.5,75000.0,8.0,0.5,6.0,0.5,6.0,80.0,50.0,-1.0,60.0,60.0,30.0,3,21-30,"N50,000 - N100,000",Bank C,Male,Bank C,Aba,Bachelor's Decree,Private Sector Employee,Yes,Bank B,Bank A
1067,25.5,75000.0,2.0,0.5,6.0,0.5,6.0,110.0,60.0,105.0,60.0,60.0,10.0,3,21-30,"N50,000 - N100,000",Bank D,Male,Bank C,Aba,Bachelor's Decree,Private Sector Employee,Yes,Bank B,Bank A
1068,25.5,75000.0,5.0,0.5,6.0,0.5,6.0,20.0,30.0,122.0,60.0,20.0,30.0,3,21-30,"N50,000 - N100,000",Bank B,Male,Bank C,Aba,Bachelor's Decree,Private Sector Employee,Yes,Bank B,Bank A
1069,25.5,75000.0,3.0,0.5,6.0,0.5,6.0,60.0,40.0,63.0,40.0,20.0,20.0,3,21-30,"N50,000 - N100,000",Bank Q,Male,Bank C,Aba,Bachelor's Decree,Private Sector Employee,Yes,Bank B,Bank A
1073,25.5,25000.0,4.0,6.0,6.0,0.5,0.0,10.0,10.0,25.0,36.0,16.0,7.0,0,21-30,"Below N50,000",Bank C,Male,Bank C,Aba,OND/HND,Unemployed,No,,
1075,50.5,75000.0,15.0,2.0,2.0,0.0,0.0,20.0,0.0,49.0,40.0,0.0,10.0,2,41-60,"N50,000 - N100,000",Bank B,Female,Bank B,Aba,Master's Degree,Civil/Public Servant,No,,
1083,38,75000.0,1.0,2.0,2.0,0.0,0.0,-24.0,20.0,39.0,30.0,19.0,-10.0,0,36-40,"N50,000 - N100,000",Bank B,Female,Bank I,Aba,Bachelor's Decree,Civil/Public Servant,No,,
1084,38,75000.0,32.0,2.0,2.0,0.0,0.0,36.0,40.0,69.0,30.0,19.0,0.0,2,36-40,"N50,000 - N100,000",Bank I,Female,Bank I,Aba,Bachelor's Decree,Civil/Public Servant,No,,
1085,50.5,75000.0,15.0,2.0,6.0,0.5,0.0,54.0,54.0,77.0,1.0,-20.0,-10.0,2,41-60,"N50,000 - N100,000",Bank C,Female,Bank C,Aba,Master's Degree,Civil/Public Servant,No,,
1086,50.5,75000.0,1.0,2.0,6.0,0.5,0.0,56.0,54.0,77.0,1.0,-20.0,-10.0,0,41-60,"N50,000 - N100,000",Bank A,Female,Bank C,Aba,Master's Degree,Civil/Public Servant,No,,
1087,50.5,75000.0,3.0,2.0,6.0,0.5,0.0,56.0,54.0,77.0,-8.0,-40.0,-20.0,0,41-60,"N50,000 - N100,000",Bank K,Female,Bank C,Aba,Master's Degree,Civil/Public Servant,No,,
1091,33,75000.0,6.0,2.0,6.0,0.0,0.0,58.0,44.0,101.0,26.0,24.0,10.0,3,31-35,"N50,000 - N100,000",Bank H,Female,Bank G,Aba,Bachelor's Decree,Private Sector Employee,No,,
1092,33,75000.0,6.0,2.0,6.0,0.0,0.0,-63.0,-18.0,23.0,26.0,24.0,10.0,0,31-35,"N50,000 - N100,000",Bank D,Female,Bank G,Aba,Bachelor's Decree,Private Sector Employee,No,,
1093,33,75000.0,1.0,2.0,6.0,0.0,0.0,58.0,44.0,113.0,26.0,24.0,20.0,3,31-35,"N50,000 - N100,000",Bank G,Female,Bank G,Aba,Bachelor's Decree,Private Sector Employee,No,,
1094,38,25000.0,28.0,2.0,30.0,0.0,6.0,0.0,7.0,-12.0,30.0,0.0,0.0,2,36-40,"Below N50,000",Bank L,Male,Bank B,Aba,Master's Degree,Student,No,,
1095,38,25000.0,9.0,2.0,30.0,0.0,6.0,0.0,14.0,16.0,10.0,0.0,16.0,0,36-40,"Below N50,000",Bank C,Male,Bank B,Aba,Master's Degree,Student,No,,
1096,38,25000.0,4.0,2.0,30.0,0.0,6.0,0.0,7.0,22.0,20.0,0.0,16.0,0,36-40,"Below N50,000",Bank A,Male,Bank B,Aba,Master's Degree,Student,No,,
1097,33,75000.0,15.0,6.0,6.0,0.5,0.0,3.0,0.0,17.0,36.0,0.0,6.0,0,31-35,"N50,000 - N100,000",Bank L,Male,Bank C,Aba,Bachelor's Decree,Civil/Public Servant,No,,
1098,33,75000.0,4.0,6.0,6.0,0.5,0.0,16.0,19.0,30.0,36.0,20.0,6.0,0,31-35,"N50,000 - N100,000",Bank G,Male,Bank C,Aba,Bachelor's Decree,Civil/Public Servant,No,,
1099,33,75000.0,7.0,6.0,6.0,0.5,0.0,29.0,26.0,23.0,36.0,20.0,6.0,0,31-35,"N50,000 - N100,000",Bank C,Male,Bank C,Aba,Bachelor's Decree,Civil/Public Servant,No,,
1117,25.5,75000.0,8.0,6.0,6.0,0.0,0.0,5.0,0.0,2.0,15.0,-12.0,0.0,0,21-30,"N50,000 - N100,000",Bank L,Female,Bank J,Aba,OND/HND,Student,Yes,,
1118,25.5,75000.0,8.0,6.0,6.0,0.0,0.0,-11.0,-9.0,34.0,20.0,-5.0,0.0,0,21-30,"N50,000 - N100,000",Bank J,Female,Bank J,Aba,OND/HND,Student,Yes,,
1119,25.5,75000.0,2.0,6.0,6.0,0.0,0.0,32.0,12.0,-10.0,25.0,0.0,0.0,0,21-30,"N50,000 - N100,000",Bank P,Female,Bank J,Aba,OND/HND,Student,Yes,,
1120,25.5,75000.0,3.0,6.0,6.0,0.0,0.0,89.0,24.0,64.0,25.0,0.0,0.0,0,21-30,"N50,000 - N100,000",Bank A,Female,Bank J,Aba,OND/HND,Student,Yes,,
